d,popt,gdppc,t,tau,exports,expart_rate,trade_elasticity
AGO,0.0516596176693987,0.0259715576378436,0,0.8193884302417342,4.5251847831113361,0.0208768878422409,0.0000000000000000
AGO,0.0516596176693987,0.0259715576378436,1,0.7374495872175608,6.8970961486226763,0.0208768878422409,4.0000000000000044
AGO,0.0516596176693987,0.0259715576378436,2,0.7374495872175608,6.9864413918998665,0.0243605299901992,4.1221601058292601
AGO,0.0516596176693987,0.0259715576378436,3,0.7374495872175608,7.0009714912541741,0.0254042147740027,4.1418790407493793
AGO,0.0516596176693987,0.0259715576378436,4,0.7374495872175608,7.0051963326886906,0.0257265868614804,4.1476049335017615
AGO,0.0516596176693987,0.0259715576378436,5,0.7374495872175608,7.0065305601610586,0.0258331763091060,4.1494124835225197
AGO,0.0516596176693987,0.0259715576378436,6,0.7374495872175608,7.0069783263883547,0.0258703462273892,4.1500190194751676
AGO,0.0516596176693987,0.0259715576378436,7,0.7374495872175608,7.0071357326738477,0.0258838213640380,4.1502322299467860
AGO,0.0516596176693987,0.0259715576378436,8,0.7374495872175608,7.0071930006873124,0.0258888436351848,4.1503097996136100
AGO,0.0516596176693987,0.0259715576378436,9,0.7374495872175608,7.0072143657387942,0.0258907526406421,4.1503387384666626
AGO,0.0516596176693987,0.0259715576378436,10,0.7374495872175608,7.0072224838989889,0.0258914885405793,4.1503497344500282
AGO,0.0516596176693987,0.0259715576378436,11,0.7374495872175608,7.0072256104267758,0.0258917751191988,4.1503539693036320
AGO,0.0516596176693987,0.0259715576378436,12,0.7374495872175608,7.0072268266247661,0.0258918875536083,4.1503556166322966
AGO,0.0516596176693987,0.0259715576378436,13,0.7374495872175608,7.0072273032635524,0.0258919319089728,4.1503562622349435
AGO,0.0516596176693987,0.0259715576378436,14,0.7374495872175608,7.0072274911162742,0.0258919494793145,4.1503565166796337
AGO,0.0516596176693987,0.0259715576378436,15,0.7374495872175608,7.0072275654689387,0.0258919564609912,4.1503566173895949
AGO,0.0516596176693987,0.0259715576378436,16,0.7374495872175608,7.0072275949935978,0.0258919592417155,4.1503566573804580
AGO,0.0516596176693987,0.0259715576378436,17,0.7374495872175608,7.0072276067465555,0.0258919603512237,4.1503566732997248
AGO,0.0516596176693987,0.0259715576378436,18,0.7374495872175608,7.0072276114339811,0.0258919607945195,4.1503566796487981
AGO,0.0516596176693987,0.0259715576378436,19,0.7374495872175608,7.0072276133061608,0.0258919609718192,4.1503566821846469
AGO,0.0516596176693987,0.0259715576378436,20,0.7374495872175608,7.0072276140547762,0.0258919610427880,4.1503566831986394
AGO,0.0516596176693987,0.0259715576378436,21,0.7374495872175608,7.0072276143543757,0.0258919610712124,4.1503566836044437
AGO,0.0516596176693987,0.0259715576378436,22,0.7374495872175608,7.0072276144743384,0.0258919610826023,4.1503566837669315
AGO,0.0516596176693987,0.0259715576378436,23,0.7374495872175608,7.0072276145223871,0.0258919610871679,4.1503566838320136
AGO,0.0516596176693987,0.0259715576378436,24,0.7374495872175608,7.0072276145416801,0.0258919610889986,4.1503566838581456
AGO,0.0516596176693987,0.0259715576378436,25,0.7374495872175608,7.0072276145493859,0.0258919610897328,4.1503566838685826
AGO,0.0516596176693987,0.0259715576378436,26,0.7374495872175608,7.0072276145524910,0.0258919610900273,4.1503566838727881
AGO,0.0516596176693987,0.0259715576378436,27,0.7374495872175608,7.0072276145537575,0.0258919610901454,4.1503566838745041
AGO,0.0516596176693987,0.0259715576378436,28,0.7374495872175608,7.0072276145542514,0.0258919610901928,4.1503566838751729
AGO,0.0516596176693987,0.0259715576378436,29,0.7374495872175608,7.0072276145544397,0.0258919610902119,4.1503566838754287
AGO,0.0516596176693987,0.0259715576378436,30,0.7374495872175608,7.0072276145545045,0.0258919610902195,4.1503566838755157
AGO,0.0516596176693987,0.0259715576378436,31,0.7374495872175608,7.0072276145545391,0.0258919610902226,4.1503566838755637
AGO,0.0516596176693987,0.0259715576378436,32,0.7374495872175608,7.0072276145545640,0.0258919610902239,4.1503566838755965
AGO,0.0516596176693987,0.0259715576378436,33,0.7374495872175608,7.0072276145545871,0.0258919610902244,4.1503566838756276
AGO,0.0516596176693987,0.0259715576378436,34,0.7374495872175608,7.0072276145546057,0.0258919610902247,4.1503566838756534
AGO,0.0516596176693987,0.0259715576378436,35,0.7374495872175608,7.0072276145546200,0.0258919610902249,4.1503566838756720
AGO,0.0516596176693987,0.0259715576378436,36,0.7374495872175608,7.0072276145546386,0.0258919610902250,4.1503566838756987
AGO,0.0516596176693987,0.0259715576378436,37,0.7374495872175608,7.0072276145546546,0.0258919610902251,4.1503566838757200
AGO,0.0516596176693987,0.0259715576378436,38,0.7374495872175608,7.0072276145546732,0.0258919610902251,4.1503566838757440
AGO,0.0516596176693987,0.0259715576378436,39,0.7374495872175608,7.0072276145546910,0.0258919610902252,4.1503566838757688
AGO,0.0516596176693987,0.0259715576378436,40,0.7374495872175608,7.0072276145547061,0.0258919610902253,4.1503566838757893
AGO,0.0516596176693987,0.0259715576378436,41,0.7374495872175608,7.0072276145547248,0.0258919610902253,4.1503566838758141
AGO,0.0516596176693987,0.0259715576378436,42,0.7374495872175608,7.0072276145547399,0.0258919610902254,4.1503566838758346
AGO,0.0516596176693987,0.0259715576378436,43,0.7374495872175608,7.0072276145547567,0.0258919610902254,4.1503566838758577
AGO,0.0516596176693987,0.0259715576378436,44,0.7374495872175608,7.0072276145547727,0.0258919610902255,4.1503566838758790
AGO,0.0516596176693987,0.0259715576378436,45,0.7374495872175608,7.0072276145547896,0.0258919610902256,4.1503566838759021
AGO,0.0516596176693987,0.0259715576378436,46,0.7374495872175608,7.0072276145548082,0.0258919610902256,4.1503566838759269
AGO,0.0516596176693987,0.0259715576378436,47,0.7374495872175608,7.0072276145548260,0.0258919610902257,4.1503566838759509
AGO,0.0516596176693987,0.0259715576378436,48,0.7374495872175608,7.0072276145548447,0.0258919610902257,4.1503566838759767
AGO,0.0516596176693987,0.0259715576378436,49,0.7374495872175608,7.0072276145548633,0.0258919610902258,4.1503566838760015
AGO,0.0516596176693987,0.0259715576378436,50,0.7374495872175608,7.0072276145548837,0.0258919610902259,4.1503566838760300
AGO,0.0516596176693987,0.0259715576378436,51,0.7374495872175608,7.0072276145548988,0.0258919610902260,4.1503566838760504
AGO,0.0516596176693987,0.0259715576378436,52,0.7374495872175608,7.0072276145549157,0.0258919610902260,4.1503566838760726
AGO,0.0516596176693987,0.0259715576378436,53,0.7374495872175608,7.0072276145549290,0.0258919610902261,4.1503566838760912
AGO,0.0516596176693987,0.0259715576378436,54,0.7374495872175608,7.0072276145549486,0.0258919610902261,4.1503566838761170
AGO,0.0516596176693987,0.0259715576378436,55,0.7374495872175608,7.0072276145549628,0.0258919610902262,4.1503566838761365
AGO,0.0516596176693987,0.0259715576378436,56,0.7374495872175608,7.0072276145549788,0.0258919610902262,4.1503566838761579
AGO,0.0516596176693987,0.0259715576378436,57,0.7374495872175608,7.0072276145549948,0.0258919610902263,4.1503566838761801
AGO,0.0516596176693987,0.0259715576378436,58,0.7374495872175608,7.0072276145550134,0.0258919610902264,4.1503566838762058
AGO,0.0516596176693987,0.0259715576378436,59,0.7374495872175608,7.0072276145550259,0.0258919610902264,4.1503566838762218
AGO,0.0516596176693987,0.0259715576378436,60,0.7374495872175608,7.0072276145550445,0.0258919610902265,4.1503566838762476
